experiment,target,variant,runs,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_q1,best_fitness_q3,rmse_mean,diversity_mean,evaluations_mean,seconds_mean,run_batch
presion,detallada,torneo prob Th=0.95,5,0.86953,0.00412,0.86877,0.86727,0.87099,33.269,0.00713,47927.4,25.02,20260906T213411Z
presion,detallada,torneo prob Th=0.55,5,0.86836,0.00218,0.86842,0.86602,0.87026,33.567,0.00826,47927.4,25.54,20260906T213411Z
presion,plana,torneo M=30,5,0.95577,0.0031,0.95696,0.95414,0.95789,11.279,0.00292,47928.6,24.13,20260906T213411Z
presion,plana,torneo M=10,5,0.95088,0.00728,0.95239,0.95066,0.95353,12.525,0.00334,47922.4,25.22,20260906T213411Z
presion,plana,torneo M=4,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,25.05,20260906T213411Z
presion,plana,torneo M=2,5,0.93926,0.00377,0.93964,0.93677,0.94005,15.488,0.00681,47930.8,24.83,20260906T213411Z
presion,plana,torneo prob Th=0.95,5,0.93763,0.00501,0.93964,0.93262,0.94002,15.905,0.00803,47927.4,27.3,20260906T213411Z
presion,plana,torneo prob Th=0.55,5,0.93575,0.00609,0.93806,0.9331,0.93881,16.383,0.00974,47927.4,24.52,20260906T213411Z
presion,plana,torneo prob Th=0.75,5,0.93234,0.00295,0.93368,0.93188,0.93454,17.252,0.00908,47927.4,25.87,20260906T213411Z
seleccion,compleja,torneo det,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,25.78,20260906T213411Z
seleccion,compleja,ranking,5,0.91223,0.00247,0.91183,0.91116,0.91308,22.382,0.00607,47921.8,25.19,20260906T213411Z
seleccion,compleja,torneo prob,5,0.91018,0.00202,0.90958,0.90894,0.91125,22.903,0.00655,47927.4,26.01,20260906T213411Z
seleccion,compleja,ruleta,5,0.90865,0.00206,0.90952,0.90905,0.90963,23.295,0.00915,47921.8,28.63,20260906T213411Z
seleccion,compleja,elite,5,0.9086,0.00241,0.90814,0.90625,0.91032,23.308,0.00764,47922.2,25.5,20260906T213411Z
seleccion,compleja,boltzmann,5,0.90765,0.002,0.90673,0.90617,0.90891,23.55,0.00796,47921.8,26.62,20260906T213411Z
seleccion,compleja,universal,5,0.90744,0.00344,0.90736,0.9058,0.91089,23.603,0.0083,47926.0,29.31,20260906T213411Z
seleccion,detallada,torneo det,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,25.07,20260906T213411Z
seleccion,detallada,torneo prob,5,0.87169,0.00273,0.87277,0.87167,0.87367,32.718,0.0073,47927.4,24.49,20260906T213411Z
seleccion,detallada,ranking,5,0.87082,0.00322,0.87054,0.86991,0.87336,32.942,0.00678,47921.8,24.49,20260906T213411Z
seleccion,detallada,universal,5,0.86958,0.00191,0.86906,0.86878,0.87112,33.258,0.00752,47926.0,25.09,20260906T213411Z
seleccion,detallada,boltzmann,5,0.86889,0.00209,0.86926,0.86715,0.87029,33.434,0.00954,47921.8,24.84,20260906T213411Z
seleccion,detallada,ruleta,5,0.86842,0.00176,0.86789,0.86767,0.87037,33.553,0.00974,47921.8,25.01,20260906T213411Z
seleccion,detallada,elite,5,0.86838,0.00273,0.86736,0.86681,0.86747,33.564,0.00808,47922.2,25.27,20260906T213411Z
seleccion,plana,ranking,5,0.94092,0.00226,0.94037,0.94004,0.94297,15.066,0.00817,47921.8,24.71,20260906T213411Z
seleccion,plana,torneo det,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,24.15,20260906T213411Z
seleccion,plana,universal,5,0.93635,0.00539,0.93738,0.93367,0.93926,16.231,0.00786,47926.0,24.15,20260906T213411Z
seleccion,plana,boltzmann,5,0.93401,0.00374,0.93523,0.93013,0.93763,16.827,0.0096,47921.8,24.77,20260906T213411Z
seleccion,plana,elite,5,0.93353,0.00323,0.93328,0.93062,0.93375,16.949,0.0089,47922.2,23.51,20260906T213411Z
seleccion,plana,ruleta,5,0.93328,0.00312,0.93264,0.93225,0.93589,17.013,0.00972,47921.8,23.71,20260906T213411Z
seleccion,plana,torneo prob,5,0.93234,0.00295,0.93368,0.93188,0.93454,17.252,0.00908,47927.4,24.28,20260906T213411Z
seleccion_combinada,compleja,torneo det (puro),5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,25.05,20260906T233756Z
seleccion_combinada,compleja,25% elite + 75% torneo,5,0.91306,0.00194,0.9128,0.91207,0.91384,22.169,0.0043,47921.0,24.26,20260906T233756Z
seleccion_combinada,compleja,50% elite + 50% torneo,5,0.91245,0.00133,0.91234,0.91219,0.91256,22.324,0.00389,47933.4,24.42,20260906T233756Z
seleccion_combinada,compleja,50% torneo + 50% ruleta,5,0.91171,0.00166,0.91091,0.91014,0.91363,22.513,0.00505,47935.8,21.85,20260906T233756Z
seleccion_combinada,compleja,50% elite + 50% ruleta,5,0.91067,0.00196,0.91151,0.90978,0.91193,22.778,0.00578,47925.2,23.88,20260906T233756Z
seleccion_combinada,compleja,ruleta (pura),5,0.90865,0.00206,0.90952,0.90905,0.90963,23.295,0.00915,47921.8,23.99,20260906T233756Z
seleccion_combinada,compleja,elite (puro),5,0.9086,0.00241,0.90814,0.90625,0.91032,23.308,0.00764,47922.2,24.11,20260906T233756Z
seleccion_combinada,detallada,torneo det (puro),5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,24.32,20260906T233756Z
seleccion_combinada,detallada,25% elite + 75% torneo,5,0.87632,0.00255,0.87625,0.87442,0.87734,31.538,0.00491,47921.0,23.62,20260906T233756Z
seleccion_combinada,detallada,50% elite + 50% torneo,5,0.87501,0.0036,0.8742,0.87276,0.87666,31.872,0.00417,47933.4,24.33,20260906T233756Z
seleccion_combinada,detallada,50% torneo + 50% ruleta,5,0.87458,0.00347,0.87548,0.87506,0.87612,31.981,0.00528,47935.8,24.73,20260906T233756Z
seleccion_combinada,detallada,50% elite + 50% ruleta,5,0.87192,0.00348,0.87321,0.87215,0.87368,32.66,0.00676,47925.2,24.12,20260906T233756Z
seleccion_combinada,detallada,ruleta (pura),5,0.86842,0.00176,0.86789,0.86767,0.87037,33.553,0.00974,47921.8,23.86,20260906T233756Z
seleccion_combinada,detallada,elite (puro),5,0.86838,0.00273,0.86736,0.86681,0.86747,33.564,0.00808,47922.2,24.05,20260906T233756Z
seleccion_combinada,plana,25% elite + 75% torneo,5,0.9502,0.00339,0.95074,0.94686,0.95111,12.699,0.0056,47921.0,25.74,20260906T233756Z
seleccion_combinada,plana,50% elite + 50% torneo,5,0.94335,0.00592,0.9443,0.94176,0.94757,14.446,0.0063,47933.4,27.0,20260906T233756Z
seleccion_combinada,plana,50% torneo + 50% ruleta,5,0.94212,0.00244,0.94248,0.93963,0.94265,14.759,0.00686,47935.8,25.3,20260906T233756Z
seleccion_combinada,plana,50% elite + 50% ruleta,5,0.9403,0.00079,0.94037,0.93983,0.94102,15.224,0.00734,47925.2,27.95,20260906T233756Z
seleccion_combinada,plana,torneo det (puro),5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,23.55,20260906T233756Z
seleccion_combinada,plana,elite (puro),5,0.93353,0.00323,0.93328,0.93062,0.93375,16.949,0.0089,47922.2,23.19,20260906T233756Z
seleccion_combinada,plana,ruleta (pura),5,0.93328,0.00312,0.93264,0.93225,0.93589,17.013,0.00972,47921.8,22.63,20260906T233756Z
sigma,compleja,sigma=0.10,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,23.54,20260906T213411Z
sigma,compleja,sigma=0.20,5,0.91251,0.00171,0.91316,0.9122,0.91365,22.31,0.00495,47934.4,23.71,20260906T213411Z
sigma,compleja,sigma=0.40,5,0.9108,0.00175,0.91018,0.90956,0.91183,22.746,0.00911,47934.4,24.81,20260906T213411Z
sigma,compleja,sigma=0.05,5,0.90804,0.00534,0.90885,0.90609,0.90933,23.449,0.00256,47934.4,23.65,20260906T213411Z
sigma,compleja,sigma=0.02,5,0.89702,0.00721,0.89995,0.89455,0.90268,26.259,0.00174,47934.4,23.45,20260906T213411Z
sigma,detallada,sigma=0.10,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,23.79,20260906T213411Z
sigma,detallada,sigma=0.20,5,0.87488,0.00282,0.87428,0.87421,0.87435,31.907,0.00595,47934.4,23.64,20260906T213411Z
sigma,detallada,sigma=0.05,5,0.87238,0.00515,0.87137,0.87083,0.87719,32.543,0.00265,47934.4,23.5,20260906T213411Z
sigma,detallada,sigma=0.40,5,0.86526,0.00397,0.86282,0.862,0.86947,34.359,0.01048,47934.4,24.77,20260906T213411Z
sigma,detallada,sigma=0.02,5,0.85221,0.00687,0.8536,0.84966,0.85524,37.686,0.00148,47934.4,23.57,20260906T213411Z
sigma,plana,sigma=0.20,5,0.95029,0.00318,0.9515,0.94948,0.95159,12.676,0.00727,47934.4,23.97,20260906T213411Z
sigma,plana,sigma=0.40,5,0.94127,0.004,0.93976,0.93915,0.94541,14.977,0.01099,47934.4,24.0,20260906T213411Z
sigma,plana,sigma=0.10,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,23.17,20260906T213411Z
sigma,plana,sigma=0.05,5,0.93221,0.00733,0.9295,0.92617,0.94,17.286,0.00307,47934.4,23.06,20260906T213411Z
sigma,plana,sigma=0.02,5,0.8995,0.00404,0.90048,0.89693,0.9005,25.626,0.00165,47934.4,22.85,20260906T213411Z
supervivencia,compleja,aditiva K=2N,5,0.91592,0.00173,0.91553,0.9154,0.91673,21.44,0.00254,95801.8,46.32,20260906T213411Z
supervivencia,compleja,exclusiva K=2N,5,0.91535,0.0019,0.91503,0.91357,0.91672,21.586,0.00796,95801.8,46.91,20260906T213411Z
supervivencia,compleja,aditiva K=N,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,23.67,20260906T213411Z
supervivencia,compleja,exclusiva K=N,5,0.90857,0.00253,0.90836,0.90769,0.90874,23.315,0.01246,47934.4,23.44,20260906T213411Z
supervivencia,compleja,exclusiva K=N/2,5,0.90821,0.00253,0.90886,0.9056,0.9108,23.408,0.00551,23991.0,11.88,20260906T213411Z
supervivencia,compleja,aditiva K=N/2,5,0.90725,0.00243,0.90782,0.90731,0.90836,23.652,0.00527,23991.0,12.21,20260906T213411Z
supervivencia,detallada,exclusiva K=2N,5,0.8844,0.00335,0.88246,0.88222,0.88467,29.479,0.00864,95801.8,47.1,20260906T213411Z
supervivencia,detallada,aditiva K=2N,5,0.88309,0.00469,0.88488,0.88095,0.8869,29.813,0.00316,95801.8,47.53,20260906T213411Z
supervivencia,detallada,aditiva K=N,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,27.49,20260906T213411Z
supervivencia,detallada,exclusiva K=N,5,0.87077,0.00203,0.87108,0.86996,0.87174,32.955,0.01318,47934.4,23.41,20260906T213411Z
supervivencia,detallada,exclusiva K=N/2,5,0.86635,0.00444,0.86613,0.86295,0.86896,34.082,0.00559,23991.0,11.82,20260906T213411Z
supervivencia,detallada,aditiva K=N/2,5,0.86586,0.00522,0.86768,0.86529,0.86818,34.207,0.00585,23991.0,15.02,20260906T213411Z
supervivencia,plana,exclusiva K=2N,5,0.9567,0.00188,0.95619,0.95526,0.95734,11.041,0.00958,95801.8,54.49,20260906T213411Z
supervivencia,plana,aditiva K=2N,5,0.95338,0.00372,0.95287,0.95029,0.95379,11.887,0.00439,95801.8,49.86,20260906T213411Z
supervivencia,plana,exclusiva K=N,5,0.94163,0.00833,0.94093,0.93577,0.94466,14.884,0.01482,47934.4,25.77,20260906T213411Z
supervivencia,plana,aditiva K=N,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,25.2,20260906T213411Z
supervivencia,plana,aditiva K=N/2,5,0.93075,0.00439,0.93026,0.92802,0.93232,17.659,0.00651,23991.0,13.25,20260906T213411Z
supervivencia,plana,exclusiva K=N/2,5,0.92863,0.00385,0.9271,0.92659,0.92864,18.199,0.00722,23991.0,13.17,20260906T213411Z
tasa_cruza,compleja,pc=0.50,5,0.91346,0.00151,0.91289,0.91262,0.91372,22.068,0.00399,47616.4,23.12,20260906T213411Z
tasa_cruza,compleja,pc=0.85,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,23.51,20260906T213411Z
tasa_cruza,compleja,pc=1.00,5,0.91203,0.00241,0.91308,0.91033,0.91405,22.431,0.00423,48060.0,23.75,20260906T213411Z
tasa_cruza,compleja,pc=0.25,5,0.91021,0.00229,0.91039,0.90999,0.91123,22.897,0.00366,47394.0,23.18,20260906T213411Z
tasa_cruza,compleja,pc=0.00 (solo mutacion),5,0.90847,0.00286,0.90988,0.90566,0.91026,23.339,0.0037,47184.0,22.45,20260906T213411Z
tasa_cruza,detallada,pc=0.85,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,23.58,20260906T213411Z
tasa_cruza,detallada,pc=1.00,5,0.87541,0.00134,0.87523,0.87436,0.87634,31.77,0.00493,48060.0,24.01,20260906T213411Z
tasa_cruza,detallada,pc=0.50,5,0.87287,0.00417,0.87436,0.87183,0.87562,32.419,0.00511,47616.4,23.47,20260906T213411Z
tasa_cruza,detallada,pc=0.25,5,0.87249,0.00562,0.8695,0.86921,0.87401,32.515,0.00451,47394.0,23.16,20260906T213411Z
tasa_cruza,detallada,pc=0.00 (solo mutacion),5,0.86449,0.00284,0.86447,0.86314,0.86505,34.555,0.00514,47184.0,23.02,20260906T213411Z
tasa_cruza,plana,pc=1.00,5,0.9506,0.00479,0.95078,0.94658,0.95252,12.598,0.00522,48060.0,22.89,20260906T213411Z
tasa_cruza,plana,pc=0.50,5,0.94028,0.00387,0.93838,0.9382,0.93907,15.228,0.0052,47616.4,22.96,20260906T213411Z
tasa_cruza,plana,pc=0.85,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,22.9,20260906T213411Z
tasa_cruza,plana,pc=0.25,5,0.93741,0.00513,0.9379,0.93531,0.94124,15.96,0.0046,47394.0,22.52,20260906T213411Z
tasa_cruza,plana,pc=0.00 (solo mutacion),5,0.93192,0.00357,0.93087,0.92918,0.93243,17.36,0.00479,47184.0,21.97,20260906T213411Z
tasa_mutacion,compleja,carga 2,5,0.91426,0.00239,0.91334,0.91324,0.91568,21.863,0.00255,47087.6,23.61,20260906T213411Z
tasa_mutacion,compleja,carga 4,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,24.2,20260906T213411Z
tasa_mutacion,compleja,carga 10,5,0.90947,0.00233,0.90967,0.90769,0.91152,23.084,0.01068,48059.8,24.15,20260906T213411Z
tasa_mutacion,compleja,carga 0.5,5,0.9053,0.0021,0.90557,0.90527,0.90564,24.148,0.00107,43719.0,21.63,20260906T213411Z
tasa_mutacion,compleja,carga 25,5,0.90437,0.00213,0.90334,0.90286,0.90685,24.387,0.0259,48060.0,24.06,20260906T213411Z
tasa_mutacion,compleja,carga 50,5,0.89208,0.00209,0.89145,0.8913,0.89178,27.519,0.04523,48060.0,24.3,20260906T213411Z
tasa_mutacion,detallada,carga 4,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,23.53,20260906T213411Z
tasa_mutacion,detallada,carga 2,5,0.87387,0.00379,0.8731,0.87072,0.87662,32.164,0.00231,47087.6,23.15,20260906T213411Z
tasa_mutacion,detallada,carga 10,5,0.8709,0.00205,0.8704,0.86927,0.87145,32.919,0.01267,48059.8,23.48,20260906T213411Z
tasa_mutacion,detallada,carga 0.5,5,0.86893,0.00393,0.86914,0.86903,0.86919,33.423,0.00094,43719.0,21.3,20260906T213411Z
tasa_mutacion,detallada,carga 25,5,0.85636,0.00627,0.85333,0.85182,0.86224,36.629,0.02556,48060.0,24.38,20260906T213411Z
tasa_mutacion,detallada,carga 50,5,0.8444,0.00071,0.84438,0.84409,0.84512,39.677,0.04709,48060.0,24.27,20260906T213411Z
tasa_mutacion,plana,carga 2,5,0.94618,0.00329,0.94708,0.94312,0.94935,13.724,0.00287,47087.6,22.49,20260906T213411Z
tasa_mutacion,plana,carga 10,5,0.93963,0.00493,0.94095,0.93943,0.94263,15.394,0.01122,48059.8,23.33,20260906T213411Z
tasa_mutacion,plana,carga 4,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,22.88,20260906T213411Z
tasa_mutacion,plana,carga 0.5,5,0.92762,0.00361,0.92906,0.92478,0.93071,18.456,0.0013,43719.0,20.82,20260906T213411Z
tasa_mutacion,plana,carga 25,5,0.91892,0.00588,0.92262,0.91288,0.92387,20.676,0.02976,48060.0,23.3,20260906T213411Z
tasa_mutacion,plana,carga 50,5,0.89504,0.00618,0.89624,0.89021,0.8984,26.765,0.04859,48060.0,23.68,20260906T213411Z
triangulos,compleja,100 tri - carga fija,5,0.91506,0.00204,0.91576,0.91412,0.91577,21.659,0.00298,47935.8,41.85,20260906T213411Z
triangulos,compleja,100 tri - pm fijo,5,0.91375,0.0022,0.91307,0.91166,0.91499,21.995,0.00619,48058.4,42.39,20260906T213411Z
triangulos,compleja,200 tri - carga fija,5,0.91364,0.00363,0.9142,0.91189,0.91639,22.023,0.00247,47939.8,79.94,20260906T213411Z
triangulos,compleja,50 tri - pm fijo,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,22.78,20260906T213411Z
triangulos,compleja,50 tri - carga fija,5,0.9133,0.0023,0.91237,0.91194,0.91435,22.11,0.00378,47934.4,23.7,20260906T213411Z
triangulos,compleja,200 tri - pm fijo,5,0.91144,0.00267,0.90992,0.9099,0.91289,22.583,0.00729,48059.8,85.26,20260906T213411Z
triangulos,compleja,25 tri - pm fijo,5,0.90553,0.00266,0.90595,0.90365,0.90783,24.089,0.00154,47103.6,13.07,20260906T213411Z
triangulos,compleja,25 tri - carga fija,5,0.90435,0.00367,0.90603,0.90588,0.90608,24.391,0.00426,47923.0,16.15,20260906T213411Z
triangulos,compleja,10 tri - pm fijo,5,0.89372,0.00391,0.893,0.89015,0.89735,27.102,0.00021,44807.4,7.31,20260906T213411Z
triangulos,compleja,10 tri - carga fija,5,0.89327,0.00188,0.89281,0.89277,0.89463,27.215,0.00387,47937.8,8.16,20260906T213411Z
triangulos,detallada,50 tri - pm fijo,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,23.32,20260906T213411Z
triangulos,detallada,50 tri - carga fija,5,0.87814,0.00503,0.87797,0.87314,0.88263,31.074,0.00442,47934.4,23.02,20260906T213411Z
triangulos,detallada,100 tri - carga fija,5,0.87535,0.00497,0.87554,0.87507,0.87873,31.787,0.00344,47935.8,42.32,20260906T213411Z
